Date,Open,High,Low,Close,Adj Close,Volume
2018-01-01,14112.2,14112.2,13154.7,13657.2,13657.2,10291200000
2018-01-02,13625.0,15444.6,13163.6,14982.1,14982.1,16846600192
2018-01-03,14978.2,15572.8,14844.5,15201.0,15201.0,16871900160
2018-01-04,15270.7,15739.7,14522.2,15599.2,15599.2,21783199744
2018-01-05,15477.2,17705.2,15202.8,17429.5,17429.5,23840899072
2018-01-06,17462.1,17712.4,16764.6,17527.0,17527.0,18314600448
2018-01-07,17527.3,17579.6,16087.7,16477.6,16477.6,15866000384
2018-01-08,16476.2,16537.9,14208.2,15170.1,15170.1,18413899776
2018-01-09,15123.7,15497.5,14424.0,14595.4,14595.4,16659999744
2018-01-10,14588.5,14973.3,13691.2,14973.3,14973.3,18500800512
2018-01-11,14968.2,15018.8,13105.9,13405.8,13405.8,16534099968
2018-01-12,13453.9,14229.9,13158.1,13980.6,13980.6,12065699840
2018-01-13,13952.4,14659.5,13952.4,14360.2,14360.2,12763599872
2018-01-14,14370.8,14511.8,13268.0,13772.0,13772.0,11084099584
2018-01-15,13767.3,14445.5,13641.7,13819.8,13819.8,12750799872
2018-01-16,13836.1,13843.1,10194.9,11490.5,11490.5,18853799936
2018-01-17,11431.1,11678.0,9402.29,11188.6,11188.6,18830600192
2018-01-18,11198.8,12107.3,10942.5,11474.9,11474.9,15020399616
2018-01-19,11429.8,11992.8,11172.1,11607.4,11607.4,10740400128
2018-01-20,11656.2,13103.0,11656.2,12899.2,12899.2,11801700352
2018-01-21,12889.2,12895.9,11288.2,11600.1,11600.1,9935179776
2018-01-22,11633.1,11966.4,10240.2,10931.4,10931.4,10537400320
2018-01-23,10944.5,11377.6,10129.7,10868.4,10868.4,9660609536
2018-01-24,10903.4,11501.4,10639.8,11359.4,11359.4,9940989952
2018-01-25,11421.7,11785.7,11057.4,11259.4,11259.4,8873169920
2018-01-26,11256.0,11656.7,10470.3,11171.4,11171.4,9746199552
2018-01-27,11174.9,11614.9,10989.2,11440.7,11440.7,7583269888
2018-01-28,11475.3,12040.3,11475.3,11786.3,11786.3,8350360064
2018-01-29,11755.5,11875.6,11179.2,11296.4,11296.4,7107359744
2018-01-30,11306.8,11307.2,10036.2,10106.3,10106.3,8637859840
2018-01-31,10108.2,10381.6,9777.42,10221.1,10221.1,8041160192
2018-02-01,10237.3,10288.8,8812.28,9170.54,9170.54,9959400448
