Date,BTC-USD,ETH-USD,LTC-USD,Profile ID,Return,Risk,Sharpe
9/9/2018,0.012027022,-0.005203334,0.031555222,250,0.365473252,0.823376408,0.365473252
9/10/2018,0.004577153,0.000812513,-0.005826657,251,0.420795349,0.73582884,0.420795349
9/11/2018,-0.001342876,-0.06093972,-0.040842491,252,0.418121683,0.763693459,0.418121683
9/12/2018,0.004840853,-0.009401848,-0.01355738,253,0.378013351,0.763621232,0.378013351
9/13/2018,0.026057181,0.152839143,0.055749129,254,0.42507956,0.852469908,0.42507956
9/14/2018,-0.000705813,0.001892595,0.03740374,255,0.38000163,0.767441932,0.38000163
9/15/2018,0.004681615,0.053459268,0.002297632,256,0.410432601,0.849901781,0.410432601
9/16/2018,-0.003976648,-0.011117586,0.004584729,257,0.475883491,0.814647274,0.475883491
9/17/2018,-0.036208912,-0.102951176,-0.077760225,258,0.438639791,0.746745721,0.438639791
9/18/2018,0.014344393,0.061148171,0.029691663,259,0.391427882,0.89364127,0.391427882
9/19/2018,0.004275423,-4.76E-05,0.004251386,260,0.401186696,0.756680363,0.401186696
9/20/2018,0.018930881,0.069628995,0.042333886,261,0.479243214,0.835892964,0.479243214
9/21/2018,0.033020076,0.09791175,0.072223203,262,0.401377602,0.856352007,0.401377602
9/22/2018,-0.001925775,-0.024738422,-0.004611331,263,0.372381332,0.788145734,0.372381332
9/23/2018,-0.001688491,0.016009647,0.015387161,264,0.469404775,0.826018389,0.469404775
9/24/2018,-0.017169774,-0.063848074,-0.055401662,265,0.449600918,0.834948467,0.449600918
9/25/2018,-0.022582372,-0.044681502,-0.00741763,266,0.410145647,0.824273402,0.410145647
9/26/2018,0.007528151,-0.012173356,-0.00243309,267,0.434558256,0.826483065,0.434558256
9/27/2018,0.027983064,0.058559185,0.097212544,268,0.542881,0.861209622,0.542881
9/28/2018,-0.004885611,-0.026653245,-0.017148301,269,0.427121795,0.841186716,0.427121795
9/29/2018,-0.006346956,0.041501799,-0.004684976,270,0.441232409,0.825062277,0.441232409
9/30/2018,0.003574696,0.005267021,-0.007628632,271,0.487613291,0.854631998,0.487613291
10/1/2018,-0.005424447,-0.008932789,-0.015210991,272,0.416959108,0.810421361,0.416959108
10/2/2018,-0.005086788,-0.015556615,-0.008304268,273,0.385565397,0.860953262,0.385565397
10/3/2018,-0.008161865,-0.029448015,-0.037347178,274,0.4342609,0.753373144,0.4342609
10/4/2018,0.011395459,0.007846161,0.013917884,275,0.499794783,0.851741921,0.499794783
10/5/2018,0.006962469,0.024210242,0.008407687,276,0.384705035,0.799519984,0.384705035
10/6/2018,-0.005159698,-0.010896309,-0.0158244,277,0.417744149,0.887573288,0.417744149
10/7/2018,0.002222118,0.004442075,0.005532503,278,0.436165428,0.79597076,0.436165428
10/8/2018,0.007463331,0.013886432,0.021492435,279,0.487465413,0.836825206,0.487465413
10/9/2018,-0.001441622,-0.005583181,-0.011782528,280,0.492294196,0.7985196,0.492294196
10/10/2018,-0.008597485,-0.009693833,-0.012433998,281,0.460646495,0.838042188,0.460646495
10/11/2018,-0.05000205,-0.160650219,-0.116419455,282,0.429056849,0.859508159,0.429056849
10/12/2018,0.002931473,0.038153034,0.045285965,283,0.512375379,0.905022231,0.512375379
10/13/2018,0.001818448,0.015808468,-0.001867414,284,0.406476737,0.738985621,0.406476737
10/14/2018,0.000785875,-0.020666533,-0.023573433,285,0.505564682,0.87530226,0.505564682
10/15/2018,0.048579463,0.071483317,0.051542441,286,0.434296162,0.772105173,0.434296162
10/16/2018,-6.52E-05,0.002002861,-0.014759475,287,0.387889523,0.924060893,0.387889523
10/17/2018,-0.007834921,-0.014467923,-0.007397818,288,0.4739946,0.916256751,0.4739946
10/18/2018,-0.010347731,-0.018012362,-0.021240917,289,0.420362523,0.818383989,0.420362523
10/19/2018,-0.001744713,0.001868699,0.009328003,290,0.331790816,0.943689502,0.331790816
